Código do Reservatório,Reservatório,Cota (m),Volume Útil (hm³),Volume Útil (%),Afluência (m³/s),Defluência (m³/s),Data da Medição
29003,ATIBAINHA,78318,2404,2498,320,150,07/04/2023
29003,ATIBAINHA,78328,2594,2695,570,150,08/04/2023
29003,ATIBAINHA,78333,2690,2795,649,150,09/04/2023
29003,ATIBAINHA,78336,2747,2854,513,150,10/04/2023
29003,ATIBAINHA,78339,2805,2914,319,150,11/04/2023
29003,ATIBAINHA,78343,2881,2994,401,150,12/04/2023
29003,ATIBAINHA,78347,2958,3074,413,150,13/04/2023
29003,ATIBAINHA,78352,3055,3173,511,150,14/04/2023
29003,ATIBAINHA,78359,3190,3314,834,150,15/04/2023
29003,ATIBAINHA,78364,3286,3414,385,150,16/04/2023
29003,ATIBAINHA,78369,3383,3515,321,150,17/04/2023
29003,ATIBAINHA,78376,3519,3656,767,150,18/04/2023
29003,ATIBAINHA,78392,3832,3981,2264,55,19/04/2023
29003,ATIBAINHA,78401,4008,4164,1014,25,20/04/2023
29003,ATIBAINHA,78401,4008,4164,739,25,21/04/2023
29003,ATIBAINHA,78392,3832,3981,340,25,22/04/2023
29003,ATIBAINHA,78391,3812,3960,330,25,23/04/2023
29003,ATIBAINHA,78391,3812,3960,450,25,24/04/2023
29003,ATIBAINHA,78391,3812,3960,283,25,25/04/2023
29003,ATIBAINHA,78391,3812,3960,204,35,26/04/2023
29003,ATIBAINHA,78391,3812,3960,468,150,27/04/2023
29003,ATIBAINHA,78391,3812,3960,706,150,28/04/2023
29003,ATIBAINHA,78390,3792,3940,451,150,29/04/2023
29003,ATIBAINHA,78389,3773,3920,472,150,30/04/2023
29003,ATIBAINHA,78387,3734,3879,244,150,01/05/2023
29003,ATIBAINHA,78386,3714,3859,456,150,02/05/2023
29003,ATIBAINHA,78385,3695,3838,312,150,03/05/2023
29003,ATIBAINHA,78385,3695,3838,557,150,04/05/2023
29003,ATIBAINHA,78384,3675,3818,337,150,05/05/2023
29003,ATIBAINHA,78383,3656,3798,371,150,06/05/2023
29003,ATIBAINHA,78381,3617,3757,208,150,07/05/2023
29003,ATIBAINHA,78383,3656,3798,384,150,08/05/2023
29003,ATIBAINHA,78382,3636,3778,342,150,09/05/2023
29003,ATIBAINHA,78381,3617,3757,339,150,10/05/2023
29003,ATIBAINHA,78378,3558,3697,203,150,11/05/2023
29003,ATIBAINHA,78376,3519,3656,429,150,12/05/2023
29003,ATIBAINHA,78374,3480,3616,344,150,13/05/2023
29003,ATIBAINHA,78372,3441,3575,70,150,14/05/2023
29003,ATIBAINHA,78371,3422,3555,296,150,15/05/2023
29003,ATIBAINHA,78370,3403,3535,282,150,16/05/2023
29003,ATIBAINHA,78368,3364,3495,59,150,17/05/2023
29003,ATIBAINHA,78367,3344,3475,282,150,18/05/2023
29003,ATIBAINHA,78365,3306,3434,58,150,19/05/2023
29003,ATIBAINHA,78364,3286,3414,296,150,20/05/2023
29003,ATIBAINHA,78362,3248,3374,155,152,21/05/2023
29003,ATIBAINHA,78359,3190,3314,276,250,22/05/2023
29003,ATIBAINHA,78356,3132,3254,279,250,23/05/2023
29003,ATIBAINHA,78353,3074,3194,146,250,24/05/2023
29003,ATIBAINHA,78349,2997,3113,220,250,25/05/2023
29003,ATIBAINHA,78345,2920,3034,241,250,26/05/2023
29003,ATIBAINHA,78341,2843,2954,233,250,27/05/2023
29003,ATIBAINHA,78338,2786,2894,373,250,28/05/2023
29003,ATIBAINHA,78336,2747,2854,281,250,29/05/2023
29003,ATIBAINHA,78337,2766,2874,568,250,30/05/2023
29003,ATIBAINHA,78338,2786,2894,466,250,31/05/2023
29003,ATIBAINHA,78343,2881,2994,1340,250,01/06/2023
29003,ATIBAINHA,78344,2901,3014,570,196,02/06/2023
29003,ATIBAINHA,78343,2881,2994,425,150,03/06/2023
29003,ATIBAINHA,78340,2824,2934,327,150,04/06/2023
29003,ATIBAINHA,78337,2766,2874,383,150,05/06/2023
29003,ATIBAINHA,78333,2690,2795,163,150,06/06/2023
29003,ATIBAINHA,78333,2690,2795,351,150,07/06/2023
29003,ATIBAINHA,78331,2652,2755,178,158,08/06/2023
29003,ATIBAINHA,78329,2613,2715,296,250,09/06/2023
29003,ATIBAINHA,78327,2575,2676,156,250,10/06/2023
29003,ATIBAINHA,78326,2556,2656,330,250,11/06/2023
29003,ATIBAINHA,78324,2518,2616,113,250,12/06/2023
29003,ATIBAINHA,78321,2461,2557,469,250,13/06/2023
29003,ATIBAINHA,78318,2404,2498,372,250,14/06/2023
29003,ATIBAINHA,78322,2480,2577,986,250,15/06/2023
29003,ATIBAINHA,78324,2518,2616,571,150,16/06/2023
29003,ATIBAINHA,78321,2461,2557,297,150,17/06/2023
29003,ATIBAINHA,78320,2442,2537,293,150,18/06/2023
29003,ATIBAINHA,78319,2423,2517,313,150,19/06/2023
29003,ATIBAINHA,78317,2385,2478,178,150,20/06/2023
29003,ATIBAINHA,78315,2347,2438,181,150,21/06/2023
29003,ATIBAINHA,78313,2309,2399,183,158,22/06/2023
29003,ATIBAINHA,78311,2271,2360,300,250,23/06/2023
29003,ATIBAINHA,78307,2195,2281,222,250,24/06/2023
29003,ATIBAINHA,78303,2120,2202,229,250,25/06/2023
29003,ATIBAINHA,78300,2063,2144,436,250,26/06/2023
29003,ATIBAINHA,78297,2007,2085,129,250,27/06/2023
29003,ATIBAINHA,78295,1969,2046,113,250,28/06/2023
29003,ATIBAINHA,78295,1969,2046,550,250,29/06/2023
29003,ATIBAINHA,78293,1931,2007,117,250,30/06/2023
29003,ATIBAINHA,78291,1894,1968,123,250,01/07/2023
29003,ATIBAINHA,78290,1875,1948,340,250,02/07/2023
29003,ATIBAINHA,78288,1837,1909,155,250,03/07/2023
29003,ATIBAINHA,78289,1856,1929,286,250,04/07/2023
29003,ATIBAINHA,78290,1875,1948,214,250,05/07/2023
29003,ATIBAINHA,78292,1913,1987,175,250,06/07/2023
29003,ATIBAINHA,78294,1950,2026,207,250,07/07/2023
29003,ATIBAINHA,78296,1988,2065,254,258,08/07/2023
29003,ATIBAINHA,78298,2026,2104,391,350,09/07/2023
29003,ATIBAINHA,78300,2063,2144,412,350,10/07/2023
29003,ATIBAINHA,78301,2082,2163,240,350,11/07/2023
29003,ATIBAINHA,78303,2120,2202,311,350,12/07/2023
29003,ATIBAINHA,78304,2137,2220,169,350,13/07/2023
29003,ATIBAINHA,78304,2139,2222,218,350,14/07/2023
29003,ATIBAINHA,78302,2101,2183,29,350,15/07/2023
29003,ATIBAINHA,78300,2063,2144,54,350,16/07/2023
29003,ATIBAINHA,78299,2044,2124,157,350,17/07/2023
29003,ATIBAINHA,78299,2044,2124,53,321,18/07/2023
29003,ATIBAINHA,78299,2044,2124,59,300,19/07/2023
29003,ATIBAINHA,78300,2063,2144,311,300,20/07/2023
29003,ATIBAINHA,78300,2063,2144,124,300,21/07/2023
29003,ATIBAINHA,78299,2044,2124,166,300,22/07/2023
29003,ATIBAINHA,78297,2007,2085,85,300,23/07/2023
29003,ATIBAINHA,78295,1977,2054,18,300,24/07/2023
29003,ATIBAINHA,78295,1969,2046,98,300,25/07/2023
29003,ATIBAINHA,78294,1950,2026,43,300,26/07/2023
29003,ATIBAINHA,78294,1950,2026,67,300,27/07/2023
29003,ATIBAINHA,78294,1950,2026,275,300,28/07/2023
29003,ATIBAINHA,78294,1950,2026,247,300,29/07/2023
29003,ATIBAINHA,78295,1969,2046,44,300,30/07/2023
29003,ATIBAINHA,78296,1988,2065,60,300,31/07/2023
29003,ATIBAINHA,78298,2026,2104,69,300,01/08/2023
29003,ATIBAINHA,78300,2063,2144,232,300,02/08/2023
29003,ATIBAINHA,78300,2063,2144,50,300,03/08/2023
29003,ATIBAINHA,78300,2063,2144,81,300,04/08/2023
29003,ATIBAINHA,78300,2063,2144,139,300,05/08/2023
29003,ATIBAINHA,78300,2063,2144,132,300,06/08/2023
29003,ATIBAINHA,78299,2044,2124,11,300,07/08/2023
29003,ATIBAINHA,78299,2044,2124,184,300,08/08/2023
29003,ATIBAINHA,78298,2026,2104,52,300,09/08/2023
29003,ATIBAINHA,78299,2044,2124,182,300,10/08/2023
29003,ATIBAINHA,78299,2044,2124,57,300,11/08/2023
29003,ATIBAINHA,78300,2063,2144,214,300,12/08/2023
29003,ATIBAINHA,78301,2082,2163,200,300,13/08/2023
29003,ATIBAINHA,78301,2082,2163,111,300,14/08/2023
29003,ATIBAINHA,78301,2082,2163,118,300,15/08/2023
29003,ATIBAINHA,78302,2101,2183,137,300,16/08/2023
29003,ATIBAINHA,78303,2120,2202,131,300,17/08/2023
29003,ATIBAINHA,78301,2082,2163,89,300,18/08/2023
29003,ATIBAINHA,78300,2063,2144,335,300,19/08/2023
29003,ATIBAINHA,78298,2035,2114,90,300,20/08/2023
29003,ATIBAINHA,78299,2044,2124,72,300,21/08/2023
29003,ATIBAINHA,78299,2048,2128,7,300,22/08/2023
29003,ATIBAINHA,78300,2063,2144,43,300,23/08/2023
29003,ATIBAINHA,78301,2082,2163,121,300,24/08/2023
29003,ATIBAINHA,78300,2063,2144,65,300,25/08/2023
29003,ATIBAINHA,78301,2082,2163,541,300,26/08/2023
29003,ATIBAINHA,78304,2139,2222,320,300,27/08/2023
29003,ATIBAINHA,78309,2233,2320,391,300,28/08/2023
29003,ATIBAINHA,78314,2328,2419,483,300,29/08/2023
29003,ATIBAINHA,78313,2309,2399,57,300,30/08/2023
29003,ATIBAINHA,78312,2290,2379,91,300,31/08/2023
29003,ATIBAINHA,78312,2290,2379,311,300,01/09/2023
29003,ATIBAINHA,78311,2271,2360,105,300,02/09/2023
29003,ATIBAINHA,78317,2385,2478,1072,300,03/09/2023
29003,ATIBAINHA,78321,2461,2557,539,300,04/09/2023
29003,ATIBAINHA,78325,2537,2636,183,214,05/09/2023
29003,ATIBAINHA,78325,2537,2636,278,200,06/09/2023
29003,ATIBAINHA,78323,2499,2596,106,200,07/09/2023
29003,ATIBAINHA,78323,2499,2596,214,200,08/09/2023
29003,ATIBAINHA,78323,2499,2596,200,200,09/09/2023
29003,ATIBAINHA,78323,2499,2596,181,200,10/09/2023
29003,ATIBAINHA,78322,2490,2587,87,200,11/09/2023
29003,ATIBAINHA,78320,2442,2537,154,212,12/09/2023
29003,ATIBAINHA,78316,2366,2458,194,300,13/09/2023
29003,ATIBAINHA,78312,2290,2379,209,308,14/09/2023
29003,ATIBAINHA,78312,2290,2379,418,400,15/09/2023
29003,ATIBAINHA,78311,2269,2358,134,408,16/09/2023
29003,ATIBAINHA,78309,2231,2318,36,500,17/09/2023
29003,ATIBAINHA,78308,2212,2299,11,500,18/09/2023
29003,ATIBAINHA,78306,2182,2267,28,500,19/09/2023
29003,ATIBAINHA,78304,2144,2228,22,500,20/09/2023
29003,ATIBAINHA,78302,2101,2183,16,500,21/09/2023
29003,ATIBAINHA,78299,2044,2124,54,500,22/09/2023
29003,ATIBAINHA,78297,2007,2085,118,500,23/09/2023
29003,ATIBAINHA,78294,1950,2026,44,500,24/09/2023
29003,ATIBAINHA,78292,1913,1987,161,500,25/09/2023
29003,ATIBAINHA,78289,1856,1929,82,500,26/09/2023
29003,ATIBAINHA,78288,1837,1909,50,500,27/09/2023
29003,ATIBAINHA,78293,1931,2007,1246,500,28/09/2023
29003,ATIBAINHA,78294,1950,2026,90,500,29/09/2023
29003,ATIBAINHA,78296,1988,2065,183,358,30/09/2023
29003,ATIBAINHA,78304,2139,2222,1022,350,01/10/2023
29003,ATIBAINHA,78320,2442,2537,2046,350,02/10/2023
29003,ATIBAINHA,78323,2499,2596,575,172,03/10/2023
29003,ATIBAINHA,78323,2499,2596,412,150,04/10/2023
29003,ATIBAINHA,78325,2537,2636,740,111,05/10/2023
29003,ATIBAINHA,78332,2671,2775,1192,100,06/10/2023
29003,ATIBAINHA,78333,2690,2795,683,100,07/10/2023
29003,ATIBAINHA,78338,2786,2894,2159,100,08/10/2023
29003,ATIBAINHA,78350,3016,3133,2330,100,09/10/2023
29003,ATIBAINHA,78355,3112,3234,1621,33,10/10/2023
29003,ATIBAINHA,78346,2939,3054,567,25,11/10/2023
29003,ATIBAINHA,78336,2747,2854,282,25,12/10/2023
29003,ATIBAINHA,78338,2786,2894,1621,25,13/10/2023
29003,ATIBAINHA,78332,2671,2775,666,25,14/10/2023
29003,ATIBAINHA,78323,2499,2596,221,25,15/10/2023
29003,ATIBAINHA,78316,2366,2458,480,25,16/10/2023
29003,ATIBAINHA,78310,2252,2340,780,291,17/10/2023
29003,ATIBAINHA,78308,2214,2301,722,110,18/10/2023
29003,ATIBAINHA,78299,2044,2124,264,50,19/10/2023
29003,ATIBAINHA,78295,1969,2046,322,50,20/10/2023
29003,ATIBAINHA,78294,1950,2026,280,50,21/10/2023
29003,ATIBAINHA,78293,1931,2007,300,50,22/10/2023
29003,ATIBAINHA,78290,1875,1948,334,272,23/10/2023
29003,ATIBAINHA,78290,1875,1948,443,350,24/10/2023
29003,ATIBAINHA,78289,1856,1929,169,350,25/10/2023
29003,ATIBAINHA,78289,1856,1929,323,350,26/10/2023
29003,ATIBAINHA,78294,1950,2026,453,350,27/10/2023
29003,ATIBAINHA,78301,2082,2163,1043,350,28/10/2023
29003,ATIBAINHA,78307,2195,2281,709,350,29/10/2023
29003,ATIBAINHA,78316,2366,2458,882,350,30/10/2023
29003,ATIBAINHA,78320,2442,2537,374,166,31/10/2023
29003,ATIBAINHA,78324,2518,2616,884,150,01/11/2023
29003,ATIBAINHA,78330,2633,2735,883,150,02/11/2023
29003,ATIBAINHA,78334,2709,2815,466,150,03/11/2023
29003,ATIBAINHA,78340,2824,2934,1075,150,04/11/2023
29003,ATIBAINHA,78342,2862,2974,550,150,05/11/2023
29003,ATIBAINHA,78339,2805,2914,265,150,06/11/2023
29003,ATIBAINHA,78333,2690,2795,158,150,07/11/2023
29003,ATIBAINHA,78331,2652,2755,318,150,08/11/2023
29003,ATIBAINHA,78325,2537,2636,222,166,09/11/2023
29003,ATIBAINHA,78318,2404,2498,188,350,10/11/2023
29003,ATIBAINHA,78316,2366,2458,687,436,11/11/2023
29003,ATIBAINHA,78312,2290,2379,166,500,12/11/2023
29003,ATIBAINHA,78309,2233,2320,166,500,13/11/2023
29003,ATIBAINHA,78307,2195,2281,148,500,14/11/2023
29003,ATIBAINHA,78306,2177,2261,193,500,15/11/2023
29003,ATIBAINHA,78307,2195,2281,295,500,16/11/2023
29003,ATIBAINHA,78309,2233,2320,129,500,17/11/2023
29003,ATIBAINHA,78309,2233,2320,63,500,18/11/2023
29003,ATIBAINHA,78310,2252,2340,404,500,19/11/2023
29003,ATIBAINHA,78316,2366,2458,819,500,20/11/2023
29003,ATIBAINHA,78319,2423,2517,276,319,21/11/2023
29003,ATIBAINHA,78320,2442,2537,271,300,22/11/2023
29003,ATIBAINHA,78320,2442,2537,270,300,23/11/2023
29003,ATIBAINHA,78320,2442,2537,465,300,24/11/2023
29003,ATIBAINHA,78321,2461,2557,403,300,25/11/2023
29003,ATIBAINHA,78324,2518,2616,311,300,26/11/2023
29003,ATIBAINHA,78326,2556,2656,207,300,27/11/2023
29003,ATIBAINHA,78336,2747,2854,1624,300,28/11/2023
29003,ATIBAINHA,78344,2901,3014,1265,300,29/11/2023
29003,ATIBAINHA,78350,3016,3133,1060,300,30/11/2023
29003,ATIBAINHA,78347,2958,3074,380,300,01/12/2023
29003,ATIBAINHA,78345,2920,3034,483,300,02/12/2023
29003,ATIBAINHA,78343,2881,2994,194,300,03/12/2023
29003,ATIBAINHA,78342,2862,2974,363,300,04/12/2023
29003,ATIBAINHA,78337,2766,2874,521,300,05/12/2023
29003,ATIBAINHA,78332,2671,2775,438,175,06/12/2023
29003,ATIBAINHA,78325,2537,2636,192,50,07/12/2023
29003,ATIBAINHA,78319,2423,2517,385,50,08/12/2023
29003,ATIBAINHA,78311,2281,2369,20,50,09/12/2023
29003,ATIBAINHA,78305,2158,2242,206,50,10/12/2023
29003,ATIBAINHA,78300,2063,2144,268,50,11/12/2023
29003,ATIBAINHA,78300,2063,2144,221,50,12/12/2023
29003,ATIBAINHA,78302,2101,2183,116,50,13/12/2023
29003,ATIBAINHA,78302,2101,2183,196,50,14/12/2023
29003,ATIBAINHA,78302,2101,2183,87,139,15/12/2023
29003,ATIBAINHA,78303,2120,2202,439,251,16/12/2023
29003,ATIBAINHA,78303,2120,2202,394,350,17/12/2023
29003,ATIBAINHA,78302,2101,2183,210,435,18/12/2023
29003,ATIBAINHA,78300,2063,2144,171,485,19/12/2023
29003,ATIBAINHA,78299,2044,2124,31,550,20/12/2023
29003,ATIBAINHA,78299,2044,2124,90,550,21/12/2023
29003,ATIBAINHA,78298,2026,2104,126,550,22/12/2023
29003,ATIBAINHA,78299,2044,2124,72,501,23/12/2023
29003,ATIBAINHA,78303,2120,2202,187,450,24/12/2023
29003,ATIBAINHA,78307,2195,2281,280,450,25/12/2023
29003,ATIBAINHA,78307,2195,2281,126,450,26/12/2023
29003,ATIBAINHA,78306,2177,2261,36,450,27/12/2023
29003,ATIBAINHA,78306,2177,2261,114,450,28/12/2023
29003,ATIBAINHA,78308,2214,2301,133,450,29/12/2023
29003,ATIBAINHA,78310,2252,2340,156,450,30/12/2023
29003,ATIBAINHA,78311,2271,2360,118,450,31/12/2023
29003,ATIBAINHA,78312,2290,2379,108,450,01/01/2024
29003,ATIBAINHA,78312,2290,2379,42,450,02/01/2024
29003,ATIBAINHA,78315,2347,2438,125,450,03/01/2024
29003,ATIBAINHA,78321,2461,2557,856,377,04/01/2024
29003,ATIBAINHA,78325,2537,2636,449,250,05/01/2024
29003,ATIBAINHA,78327,2575,2676,222,373,06/01/2024
29003,ATIBAINHA,78327,2575,2676,195,450,07/01/2024
29003,ATIBAINHA,78327,2575,2676,194,450,08/01/2024
29003,ATIBAINHA,78330,2633,2735,840,450,09/01/2024
29003,ATIBAINHA,78332,2671,2775,226,450,10/01/2024
29003,ATIBAINHA,78335,2728,2834,327,450,11/01/2024
29003,ATIBAINHA,78337,2766,2874,69,450,12/01/2024
29003,ATIBAINHA,78349,2997,3113,1771,450,13/01/2024
29003,ATIBAINHA,78356,3132,3254,522,450,14/01/2024
29003,ATIBAINHA,78357,3151,3274,546,450,15/01/2024
29003,ATIBAINHA,78356,3132,3254,299,450,16/01/2024
29003,ATIBAINHA,78352,3055,3173,199,450,17/01/2024
29003,ATIBAINHA,78348,2978,3093,303,450,18/01/2024
29003,ATIBAINHA,78349,2997,3113,728,450,19/01/2024
29003,ATIBAINHA,78348,2978,3093,1299,450,20/01/2024
29003,ATIBAINHA,78346,2939,3054,649,450,21/01/2024
29003,ATIBAINHA,78343,2881,2994,666,450,22/01/2024
29003,ATIBAINHA,78338,2786,2894,436,341,23/01/2024
29003,ATIBAINHA,78341,2843,2954,1491,250,24/01/2024
29003,ATIBAINHA,78339,2805,2914,792,250,25/01/2024
29003,ATIBAINHA,78334,2709,2815,526,250,26/01/2024
29003,ATIBAINHA,78330,2633,2735,490,250,27/01/2024
29003,ATIBAINHA,78326,2556,2656,507,250,28/01/2024
29003,ATIBAINHA,78325,2537,2636,856,250,29/01/2024
29003,ATIBAINHA,78319,2423,2517,289,250,30/01/2024
29003,ATIBAINHA,78311,2271,2360,430,250,31/01/2024
29003,ATIBAINHA,78313,2309,2399,541,250,01/02/2024
29003,ATIBAINHA,78318,2404,2498,520,250,02/02/2024
29003,ATIBAINHA,78323,2499,2596,700,250,03/02/2024
29003,ATIBAINHA,78326,2556,2656,273,250,04/02/2024
29003,ATIBAINHA,78328,2594,2695,524,250,05/02/2024
29003,ATIBAINHA,78329,2613,2715,257,250,06/02/2024
29003,ATIBAINHA,78329,2613,2715,295,250,07/02/2024
29003,ATIBAINHA,78330,2633,2735,286,250,08/02/2024
29003,ATIBAINHA,78331,2652,2755,139,250,09/02/2024
29003,ATIBAINHA,78330,2633,2735,267,250,10/02/2024
29003,ATIBAINHA,78329,2613,2715,316,250,11/02/2024
29003,ATIBAINHA,78329,2613,2715,230,250,12/02/2024
29003,ATIBAINHA,78330,2633,2735,424,250,13/02/2024
29003,ATIBAINHA,78334,2709,2815,562,250,14/02/2024
29003,ATIBAINHA,78343,2881,2994,1110,250,15/02/2024
29003,ATIBAINHA,78347,2958,3074,791,250,16/02/2024
29003,ATIBAINHA,78349,2997,3113,274,250,17/02/2024
29003,ATIBAINHA,78352,3055,3173,487,250,18/02/2024
29003,ATIBAINHA,78354,3093,3214,441,250,19/02/2024
29003,ATIBAINHA,78344,2901,3014,191,250,20/02/2024
29003,ATIBAINHA,78336,2747,2854,995,250,21/02/2024
29003,ATIBAINHA,78332,2671,2775,1454,250,22/02/2024
29003,ATIBAINHA,78324,2518,2616,855,95,23/02/2024
29003,ATIBAINHA,78325,2537,2636,1703,25,24/02/2024
29003,ATIBAINHA,78326,2556,2656,935,25,25/02/2024
29003,ATIBAINHA,78325,2537,2636,555,25,26/02/2024
29003,ATIBAINHA,78320,2442,2537,298,25,27/02/2024
29003,ATIBAINHA,78316,2366,2458,524,25,28/02/2024
29003,ATIBAINHA,78317,2385,2478,519,25,29/02/2024
29003,ATIBAINHA,78317,2385,2478,347,25,01/03/2024
29003,ATIBAINHA,78317,2385,2478,492,25,02/03/2024
29003,ATIBAINHA,78317,2385,2478,425,25,03/03/2024
29003,ATIBAINHA,78317,2385,2478,347,25,04/03/2024
29003,ATIBAINHA,78317,2385,2478,651,218,05/03/2024
29003,ATIBAINHA,78324,2518,2616,1399,264,06/03/2024
29003,ATIBAINHA,78328,2594,2695,871,200,07/03/2024
29003,ATIBAINHA,78329,2613,2715,569,200,08/03/2024
29003,ATIBAINHA,78334,2709,2815,1636,200,09/03/2024
29003,ATIBAINHA,78335,2728,2834,953,145,10/03/2024
29003,ATIBAINHA,78334,2709,2815,621,100,11/03/2024
29003,ATIBAINHA,78332,2671,2775,366,100,12/03/2024
29003,ATIBAINHA,78330,2633,2735,165,100,13/03/2024
29003,ATIBAINHA,78327,2575,2676,378,100,14/03/2024
29003,ATIBAINHA,78324,2518,2616,469,100,15/03/2024
29003,ATIBAINHA,78323,2499,2596,345,104,16/03/2024
29003,ATIBAINHA,78323,2499,2596,406,150,17/03/2024
29003,ATIBAINHA,78323,2499,2596,298,150,18/03/2024
29003,ATIBAINHA,78325,2537,2636,623,150,19/03/2024
29003,ATIBAINHA,78326,2556,2656,412,150,20/03/2024
29003,ATIBAINHA,78327,2575,2676,375,150,21/03/2024
29003,ATIBAINHA,78331,2652,2755,248,150,22/03/2024
29003,ATIBAINHA,78334,2709,2815,708,150,23/03/2024
29003,ATIBAINHA,78337,2766,2874,1320,150,24/03/2024
29003,ATIBAINHA,78335,2728,2834,533,150,25/03/2024
29003,ATIBAINHA,78330,2633,2735,296,150,26/03/2024
29003,ATIBAINHA,78322,2480,2577,318,150,27/03/2024
29003,ATIBAINHA,78318,2404,2498,478,150,28/03/2024
29003,ATIBAINHA,78328,2594,2695,1145,150,29/03/2024
29003,ATIBAINHA,78325,2537,2636,673,150,30/03/2024
29003,ATIBAINHA,78318,2404,2498,345,150,31/03/2024
29003,ATIBAINHA,78312,2290,2379,460,150,01/04/2024
29003,ATIBAINHA,78313,2309,2399,177,150,02/04/2024
29003,ATIBAINHA,78315,2347,2438,448,150,03/04/2024
29003,ATIBAINHA,78316,2366,2458,229,150,04/04/2024
29003,ATIBAINHA,78317,2385,2478,236,167,05/04/2024
29003,ATIBAINHA,78318,2404,2498,334,350,06/04/2024
29003,ATIBAINHA,78318,2404,2498,102,350,07/04/2024
29003,ATIBAINHA,78319,2423,2517,309,350,08/04/2024
29003,ATIBAINHA,78320,2442,2537,298,350,09/04/2024
29003,ATIBAINHA,78323,2499,2596,479,350,10/04/2024
29003,ATIBAINHA,78323,2499,2596,267,350,11/04/2024
29003,ATIBAINHA,78323,2499,2596,224,219,12/04/2024
29003,ATIBAINHA,78324,2518,2616,507,150,13/04/2024
29003,ATIBAINHA,78324,2518,2616,401,150,14/04/2024
29003,ATIBAINHA,78328,2594,2695,393,150,15/04/2024
29003,ATIBAINHA,78326,2556,2656,268,150,16/04/2024
29003,ATIBAINHA,78325,2537,2636,413,150,17/04/2024
29003,ATIBAINHA,78324,2518,2616,245,150,18/04/2024
29003,ATIBAINHA,78325,2537,2636,372,167,19/04/2024
29003,ATIBAINHA,78325,2537,2636,26,350,20/04/2024
29003,ATIBAINHA,78325,2537,2636,406,350,21/04/2024
29003,ATIBAINHA,78324,2518,2616,198,350,22/04/2024
29003,ATIBAINHA,78323,2499,2596,234,350,23/04/2024
29003,ATIBAINHA,78322,2480,2577,172,350,24/04/2024
29003,ATIBAINHA,78322,2480,2577,294,350,25/04/2024
29003,ATIBAINHA,78321,2461,2557,169,350,26/04/2024
29003,ATIBAINHA,78319,2423,2517,174,371,27/04/2024
29003,ATIBAINHA,78315,2347,2438,9,600,28/04/2024
29003,ATIBAINHA,78312,2290,2379,261,600,29/04/2024
29003,ATIBAINHA,78311,2271,2360,119,600,30/04/2024
29003,ATIBAINHA,78315,2347,2438,109,600,01/05/2024
29003,ATIBAINHA,78317,2385,2478,137,600,02/05/2024
29003,ATIBAINHA,78318,2404,2498,104,600,03/05/2024
29003,ATIBAINHA,78318,2404,2498,60,489,04/05/2024
29003,ATIBAINHA,78318,2404,2498,117,400,05/05/2024
29003,ATIBAINHA,78318,2404,2498,95,400,06/05/2024
29003,ATIBAINHA,78318,2404,2498,150,400,07/05/2024
29003,ATIBAINHA,78318,2404,2498,178,400,08/05/2024
29003,ATIBAINHA,78318,2404,2498,182,400,09/05/2024
29003,ATIBAINHA,78318,2404,2498,114,400,10/05/2024
29003,ATIBAINHA,78320,2442,2537,316,400,11/05/2024
29003,ATIBAINHA,78321,2461,2557,158,400,12/05/2024
29003,ATIBAINHA,78325,2537,2636,114,400,13/05/2024
29003,ATIBAINHA,78326,2556,2656,109,400,14/05/2024
29003,ATIBAINHA,78326,2556,2656,65,400,15/05/2024
29003,ATIBAINHA,78327,2575,2676,128,400,16/05/2024
29003,ATIBAINHA,78325,2545,2644,24,341,17/05/2024
29003,ATIBAINHA,78324,2528,2626,86,363,18/05/2024
29003,ATIBAINHA,78323,2499,2596,149,400,19/05/2024
29003,ATIBAINHA,78322,2480,2577,87,400,20/05/2024
29003,ATIBAINHA,78323,2499,2596,145,400,21/05/2024
29003,ATIBAINHA,78323,2499,2596,123,400,22/05/2024
29003,ATIBAINHA,78323,2499,2596,40,400,23/05/2024
29003,ATIBAINHA,78323,2499,2596,25,400,24/05/2024
29003,ATIBAINHA,78322,2480,2577,123,400,25/05/2024
29003,ATIBAINHA,78324,2518,2616,166,400,26/05/2024
29003,ATIBAINHA,78328,2594,2695,720,400,27/05/2024
29003,ATIBAINHA,78331,2652,2755,1162,322,28/05/2024
29003,ATIBAINHA,78324,2518,2616,384,250,29/05/2024
29003,ATIBAINHA,78316,2366,2458,299,250,30/05/2024
29003,ATIBAINHA,78316,2366,2458,174,250,31/05/2024
29003,ATIBAINHA,78318,2404,2498,18,250,01/06/2024
29003,ATIBAINHA,78320,2442,2537,50,250,02/06/2024
29003,ATIBAINHA,78323,2499,2596,194,345,03/06/2024
29003,ATIBAINHA,78326,2547,2646,224,350,04/06/2024
29003,ATIBAINHA,78325,2537,2636,68,358,05/06/2024
29003,ATIBAINHA,78325,2537,2636,174,450,06/06/2024
29003,ATIBAINHA,78325,2537,2636,99,450,07/06/2024
29003,ATIBAINHA,78325,2537,2636,11,450,08/06/2024
29003,ATIBAINHA,78325,2537,2636,40,450,09/06/2024
29003,ATIBAINHA,78324,2518,2616,107,450,10/06/2024
29003,ATIBAINHA,78323,2499,2596,158,450,11/06/2024
29003,ATIBAINHA,78324,2518,2616,196,450,12/06/2024
29003,ATIBAINHA,78325,2537,2636,89,450,13/06/2024
